"geo","year","population"
"AT123",2016,152576
"AT123",2017,154045
"AT123",2018,154885
"AT123",2019,155446
"AT123",2020,156363
"AT123",2021,157014
"AT123",2022,158066
"AT123",2023,160474
"AT123",2024,161898
"AT123",2025,163040
"AT124",2014,218249
"AT124",2015,218129
"AT124",2016,219219
"AT124",2017,219513
"AT124",2018,218161
"AT124",2019,217445
"AT124",2020,216681
"AT124",2021,215867
"AT124",2022,215650
"AT124",2023,216454
"AT124",2024,215838
"AT124",2025,215137
"AT125",2014,123141
"AT125",2015,123544
"AT125",2016,124281
"AT125",2017,124939
"AT125",2018,124893
"AT125",2019,124967
"AT125",2020,125210
"AT125",2021,125490
"AT125",2022,126272
"AT125",2023,127564
"AT125",2024,127496
"AT125",2025,127215
"AT126",2014,312952
"AT126",2015,316251
"AT126",2016,320370
"AT126",2017,323987
"AT126",2018,327072
"AT126",2019,330362
"AT126",2020,332957
"AT126",2021,335788
"AT126",2022,338001
"AT126",2023,342995
"AT126",2024,344897
"AT126",2025,346557
"AT127",2014,325895
"AT127",2015,329788
"AT127",2016,334682
"AT127",2017,337943
"AT127",2018,339977
"AT127",2019,342102
"AT127",2020,344573
"AT127",2021,346881
"AT127",2022,349159
"AT127",2023,353998
"AT127",2024,355527
"AT127",2025,356675
"AT13",2014,1766746
"AT13",2015,1797337
"AT13",2016,1840226
"AT13",2017,1867582
"AT13",2018,1888776
"AT13",2019,1897491
"AT13",2020,1911191
"AT13",2021,1920949
"AT13",2022,1931593
"AT13",2023,1982097
"AT13",2024,2005760
"AT13",2025,2028289
"AT130",2014,1766746
"AT130",2015,1797337
"AT130",2016,1840226
"AT130",2017,1867582
"AT130",2018,1888776
"AT130",2019,1897491
"AT130",2020,1911191
"AT130",2021,1920949
"AT130",2022,1931593
"AT130",2023,1982097
"AT130",2024,2005760
"AT130",2025,2028289
"AT2",2014,1771127
"AT2",2015,1779211
"AT2",2016,1792494
"AT2",2017,1798375
"AT2",2018,1801112
"AT2",2019,1803991
"AT2",2020,1807688
"AT2",2021,1809166
"AT2",2022,1817435
"AT2",2023,1834182
"AT2",2024,1839545
"AT2",2025,1841811
"AT21",2014,555881
"AT21",2015,557641
"AT21",2016,560482
"AT21",2017,561077
"AT21",2018,560898
"AT21",2019,560939
"AT21",2020,561293
"AT21",2021,562089
"AT21",2022,564513
"AT21",2023,568984
"AT21",2024,569744
"AT21",2025,570095
"AT211",2014,279347
"AT211",2015,281395
"AT211",2016,283941
"AT211",2017,285523
"AT211",2018,286579
"AT211",2019,287528
"AT211",2020,288814
"AT211",2021,290424
"AT211",2022,292945
"AT211",2023,296535
"AT211",2024,297728
"AT211",2025,298721
"AT212",2014,125600
"AT212",2015,125338
"AT212",2016,125474
"AT212",2017,124975
"AT212",2018,124389
"AT212",2019,124252
"AT212",2020,123824
"AT212",2021,123463
"AT212",2022,123469
"AT212",2023,124016
"AT212",2024,123773
"AT212",2025,123597
"AT213",2014,150934
"AT213",2015,150908
"AT213",2016,151067
"AT213",2017,150579
"AT213",2018,149930
"AT213",2019,149159
"AT213",2020,148655
"AT213",2021,148202
"AT213",2022,148099
"AT213",2023,148433
"AT213",2024,148243
"AT213",2025,147777
"AT22",2014,1215246
"AT22",2015,1221570
"AT22",2016,1232012
"AT22",2017,1237298
"AT22",2018,1240214
"AT22",2019,1243052
"AT22",2020,1246395
"AT22",2021,1247077
"AT22",2022,1252922
"AT22",2023,1265198
"AT22",2024,1269801
"AT22",2025,1271716
"AT221",2014,415657
"AT221",2015,421304
"AT221",2016,429088
"AT221",2017,434969
"AT221",2018,439236
"AT221",2019,443066
"AT221",2020,447142
"AT221",2021,448987
"AT221",2022,453042
"AT221",2023,460887
"AT221",2024,466471
"AT221",2025,469968
"AT222",2014,78893
"AT222",2015,79574
"AT222",2016,79860
"AT222",2017,80011
"AT222",2018,80082
"AT222",2019,79901
"AT222",2020,79652
"AT222",2021,79592
"AT222",2022,79609
"AT222",2023,79831
"AT222",2024,79678
"AT222",2025,79579
"AT223",2014,162626
"AT223",2015,161767
"AT223",2016,161907
"AT223",2017,160777
"AT223",2018,159888
"AT223",2019,159044
"AT223",2020,158397
"AT223",2021,157205
"AT223",2022,157373
"AT223",2023,158478
"AT223",2024,157257
"AT223",2025,156148
"AT224",2014,266450
"AT224",2015,264950
"AT224",2016,265794
"AT224",2017,266343
"AT224",2018,266518
"AT224",2019,266912
"AT224",2020,266971
"AT224",2021,265376
"AT224",2022,266130
"AT224",2023,267680
"AT224",2024,267565
"AT224",2025,267391
"AT225",2014,189839
"AT225",2015,192555
"AT225",2016,193823
"AT225",2017,194192
"AT225",2018,194100
"AT225",2019,194466
"AT225",2020,194992
"AT225",2021,197112
"AT225",2022,198271
"AT225",2023,199351
"AT225",2024,200188
"AT225",2025,200216
"AT226",2014,101781
"AT226",2015,101420
"AT226",2016,101540
"AT226",2017,101006
"AT226",2018,100390
"AT226",2019,99663
"AT226",2020,99241
"AT226",2021,98805
"AT226",2022,98497
"AT226",2023,98971
"AT226",2024,98642
"AT226",2025,98414
"AT3",2014,3057012
"AT3",2015,3083244
"AT3",2016,3123049
"AT3",2017,3149213
"AT3",2018,3169036
"AT3",2019,3186318
"AT3",2020,3203462
"AT3",2021,3215660
"AT3",2022,3233522
"AT3",2023,3268870
"AT3",2024,3287771
"AT3",2025,3297809
"AT31",2014,1425422
"AT31",2015,1437251
"AT31",2016,1453948
"AT31",2017,1465045
"AT31",2018,1473576
"AT31",2019,1482095
"AT31",2020,1490279
"AT31",2021,1495608
"AT31",2022,1505140
"AT31",2023,1522825
"AT31",2024,1530349
"AT31",2025,1535519
"AT311",2014,276781
"AT311",2015,278909
"AT311",2016,281728
"AT311",2017,284192
"AT311",2018,286047
"AT311",2019,287640
"AT311",2020,289509
"AT311",2021,290917
"AT311",2022,293141
"AT311",2023,296756
"AT311",2024,298577
"AT311",2025,299331
"AT312",2014,560587
"AT312",2015,567637
"AT312",2016,575644
"AT312",2017,581728
"AT312",2018,587029
"AT312",2019,591781
"AT312",2020,595637
"AT312",2021,598030
"AT312",2022,601998
"AT312",2023,609580
"AT312",2024,613698
"AT312",2025,617181
"AT313",2014,204708
"AT313",2015,205212
"AT313",2016,207282
"AT313",2017,208083
"AT313",2018,208483
"AT313",2019,209304
"AT313",2020,210133
"AT313",2021,210515
"AT313",2022,211657
"AT313",2023,213934
"AT313",2024,214741
"AT313",2025,215016
"AT314",2014,152309
"AT314",2015,152997
"AT314",2016,154263
"AT314",2017,154978
"AT314",2018,155445
"AT314",2019,155486
"AT314",2020,155844
"AT314",2021,156051
"AT314",2022,156593
"AT314",2023,158099
"AT314",2024,158566
"AT314",2025,158848
"AT315",2014,231037
"AT315",2015,232496
"AT315",2016,235031
"AT315",2017,236064
"AT315",2018,236572
"AT315",2019,237884
"AT315",2020,239156
"AT315",2021,240095
"AT315",2022,241751
"AT315",2023,244456
"AT315",2024,244767
"AT315",2025,245143
"AT32",2014,534270
"AT32",2015,538575
"AT32",2016,545815
"AT32",2017,549263
"AT32",2018,552579
"AT32",2019,555221
"AT32",2020,558410
"AT32",2021,560710
"AT32",2022,562606
"AT32",2023,568346
"AT32",2024,571479
"AT32",2025,572846
"AT321",2014,20450
"AT321",2015,20458
"AT321",2016,20547
"AT321",2017,20426
"AT321",2018,20344
"AT321",2019,20320
"AT321",2020,20251
"AT321",2021,20118
"AT321",2022,20159
"AT321",2023,20437
"AT321",2024,20483
"AT321",2025,20460
"AT322",2014,163578
"AT322",2015,164390
"AT322",2016,166024
"AT322",2017,166795
"AT322",2018,167438
"AT322",2019,168035
"AT322",2020,168822
"AT322",2021,169560
"AT322",2022,170352
"AT322",2023,172190
"AT322",2024,173325
"AT322",2025,173404
"AT323",2014,350242
"AT323",2015,353727
"AT323",2016,359244
"AT323",2017,362042
"AT323",2018,364797
"AT323",2019,366866
"AT323",2020,369337
"AT323",2021,371032
"AT323",2022,372095
"AT323",2023,375719
"AT323",2024,377671
"AT323",2025,378982
"AT33",2014,722038
"AT33",2015,728826
"AT33",2016,739139
"AT33",2017,746153
"AT33",2018,751140
"AT33",2019,754705
"AT33",2020,757634
"AT33",2021,760105
"AT33",2022,764102
"AT33",2023,771304
"AT33",2024,775970
"AT33",2025,777660
"AT331",2014,31672
"AT331",2015,31691
"AT331",2016,32036
"AT331",2017,32399
"AT331",2018,32532
"AT331",2019,32670
"AT331",2020,32838
"AT331",2021,33054
"AT331",2022,33284
"AT331",2023,33607
"AT331",2024,33859
"AT331",2025,33946
"AT332",2014,294259
"AT332",2015,299006
"AT332",2016,305226
"AT332",2017,308290
"AT332",2018,310297
"AT332",2019,311428
"AT332",2020,312414
"AT332",2021,312757
"AT332",2022,313503
"AT332",2023,316099
"AT332",2024,318309
"AT332",2025,319242
"AT333",2014,48990
"AT333",2015,48896
"AT333",2016,49026
"AT333",2017,48879
"AT333",2018,48833
"AT333",2019,48753
"AT333",2020,48738
"AT333",2021,48814
"AT333",2022,48818
"AT333",2023,48854
"AT333",2024,48841
"AT333",2025,49011
"AT334",2014,101177
"AT334",2015,101547
"AT334",2016,102419
"AT334",2017,103190
"AT334",2018,103949
"AT334",2019,104418
"AT334",2020,104860
"AT334",2021,105268
"AT334",2022,106037
"AT334",2023,107373
"AT334",2024,107727
"AT334",2025,107718
"AT335",2014,245940
"AT335",2015,247686
"AT335",2016,250432
"AT335",2017,253395
"AT335",2018,255529
"AT335",2019,257436
"AT335",2020,258784
"AT335",2021,260212
"AT335",2022,262460
"AT335",2023,265371
"AT335",2024,267234
"AT335",2025,267743
"AT34",2014,375282
"AT34",2015,378592
"AT34",2016,384147
"AT34",2017,388752
"AT34",2018,391741
"AT34",2019,394297
"AT34",2020,397139
"AT34",2021,399237
"AT34",2022,401674
"AT34",2023,406395
"AT34",2024,409973
"AT34",2025,411784
"AT341",2014,87974
"AT341",2015,88571
"AT341",2016,89934
"AT341",2017,90847
"AT341",2018,91399
"AT341",2019,91889
"AT341",2020,92362
"AT341",2021,92656
"AT341",2022,93293
"AT341",2023,94304
"AT341",2024,95016
"AT341",2025,95029
"AT342",2014,287308
"AT342",2015,290021
"AT342",2016,294213
"AT342",2017,297905
"AT342",2018,300342
"AT342",2019,302408
"AT342",2020,304777
"AT342",2021,306581
"AT342",2022,308381
"AT342",2023,312091
"AT342",2024,314957
"AT342",2025,316755
"BE",2014,11180840
"BE",2015,11237274
"BE",2016,11311117
"BE",2017,11351727
"BE",2018,11398589
"BE",2019,11455519
"BE",2020,11522440
"BE",2021,11554767
"BE",2022,11617623
"BE",2023,11742796
"BE",2024,11817096
"BE",2025,11883495
"BE1",2014,1172751
"BE1",2015,1184101
"BE1",2016,1201285
"BE1",2017,1199095
"BE1",2018,1205492
"BE1",2019,1215289
"BE1",2020,1223364
"BE1",2021,1226329
"BE1",2022,1228655
"BE1",2023,1253178
"BE1",2024,1264371
"BE1",2025,1271709
"BE10",2014,1172751
"BE10",2015,1184101
"BE10",2016,1201285
"BE10",2017,1199095
"BE10",2018,1205492
"BE10",2019,1215289
"BE10",2020,1223364
"BE10",2021,1226329
"BE10",2022,1228655
"BE10",2023,1253178
"BE10",2024,1264371
"BE10",2025,1271709
"BE100",2014,1172751
"BE100",2015,1184101
"BE100",2016,1201285
"BE100",2017,1199095
"BE100",2018,1205492
"BE100",2019,1215289
"BE100",2020,1223364
"BE100",2021,1226329
"BE100",2022,1228655
"BE100",2023,1253178
"BE100",2024,1264371
"BE100",2025,1271709
"BE2",2014,6421947
"BE2",2015,6453009
"BE2",2016,6491999
"BE2",2017,6526061
"BE2",2018,6559294
"BE2",2019,6596234
"BE2",2020,6639005
"BE2",2021,6664709
"BE2",2022,6709787
"BE2",2023,6787969
"BE2",2024,6838869
"BE2",2025,6884271
"BE21",2014,1806634
"BE21",2015,1817033
"BE21",2016,1828927
"BE21",2017,1838863
"BE21",2018,1849523
"BE21",2019,1860470
"BE21",2020,1873095
"BE21",2021,1879318
"BE21",2022,1890627
"BE21",2023,1915921
"BE21",2024,1932876
"BE21",2025,1947973
"BE211",2014,1024987
"BE211",2015,1030055
"BE211",2016,1036031
"BE211",2017,1041811
"BE211",2018,1047030
"BE211",2019,1053033
"BE211",2020,1059946
"BE211",2021,1062427
"BE211",2022,1067117
"BE211",2023,1081771
"BE211",2024,1091855
"BE211",2025,1101687
"BE212",2014,333592
"BE212",2015,335794
"BE212",2016,337680
"BE212",2017,340671
"BE212",2018,343101
"BE212",2019,344980
"BE212",2020,347576
"BE212",2021,348999
"BE212",2022,351562
"BE212",2023,357030
"BE212",2024,360257
"BE212",2025,362480
"BE213",2014,448055
"BE213",2015,451184
"BE213",2016,455216
"BE213",2017,456381
"BE213",2018,459392
"BE213",2019,462457
"BE213",2020,465573
"BE213",2021,467892
"BE213",2022,471948
"BE213",2023,477120
"BE213",2024,480764
"BE213",2025,483806
"BE22",2014,857844
"BE22",2015,861380
"BE22",2016,866970
"BE22",2017,869664
"BE22",2018,872739
"BE22",2019,875842
"BE22",2020,880602
"BE22",2021,883228
"BE22",2022,888913
"BE22",2023,898619
"BE22",2024,904311
"BE22",2025,909455
"BE221",2014,419302
"BE221",2015,421507
"BE221",2016,424695
"BE221",2017,426140
"BE221",2018,427695
"BE221",2019,429704
"BE221",2020,432163
"BE222",2014,237584
"BE222",2015,238494
"BE222",2016,240241
"BE222",2017,240802
"BE222",2018,241350
"BE222",2019,241849
"BE222",2020,243104
"BE223",2014,200958
"BE223",2015,201379
"BE223",2016,202034
"BE223",2017,202722
"BE223",2018,203694
"BE223",2019,204289
"BE223",2020,205335
"BE223",2021,205913
"BE223",2022,207436
"BE223",2023,209283
"BE223",2024,210610
"BE223",2025,211654
"BE224",2014,409105
"BE224",2015,411309
"BE224",2016,414384
"BE224",2017,415812
"BE224",2018,417361
"BE224",2019,419257
"BE224",2020,421700
"BE224",2021,423545
"BE224",2022,425762
"BE224",2023,430313
"BE224",2024,433275
"BE224",2025,436040
"BE225",2014,247781
"BE225",2015,248692
"BE225",2016,250552
"BE225",2017,251130
"BE225",2018,251684
"BE225",2019,252296
"BE225",2020,253567
"BE225",2021,253770
"BE225",2022,255715
"BE225",2023,259023
"BE225",2024,260426
"BE225",2025,261761
"BE23",2014,1471126
"BE23",2015,1479049
"BE23",2016,1489084
"BE23",2017,1498483
"BE23",2018,1506232
"BE23",2019,1516284
"BE23",2020,1526486
"BE23",2021,1533876
"BE23",2022,1545469
"BE23",2023,1563346
"BE23",2024,1575007
"BE23",2025,1586436
"BE231",2014,282457
"BE231",2015,283885
"BE231",2016,285328
"BE231",2017,287018
"BE231",2018,289279
"BE231",2019,291351
"BE231",2020,293832
"BE231",2021,296259
"BE231",2022,298743
"BE231",2023,302438
"BE231",2024,305220
"BE231",2025,307873
"BE232",2014,197260
"BE232",2015,197945
"BE232",2016,198841
"BE232",2017,199772
"BE232",2018,200423
"BE232",2019,201299
"BE232",2020,202502
"BE232",2021,203110
"BE232",2022,204378
"BE232",2023,206414
"BE232",2024,207736
"BE232",2025,208652
"BE233",2014,83372
"BE233",2015,83755
"BE233",2016,83862
"BE233",2017,84308
"BE233",2018,84732
"BE233",2019,85378
"BE233",2020,85868
"BE233",2021,86756
"BE233",2022,87576
"BE233",2023,88926
"BE233",2024,89594
"BE233",2025,89887
"BE234",2014,542030
"BE234",2015,545427
"BE234",2016,550863
"BE234",2017,554633
"BE234",2018,557050
"BE234",2019,560691
"BE234",2020,563982
"BE234",2021,565571
"BE234",2022,569089
"BE234",2023,575067
"BE234",2024,578667
"BE234",2025,583606
"BE235",2014,122221
"BE235",2015,122732
"BE235",2016,123141
"BE235",2017,123415
"BE235",2018,123923
"BE235",2019,124402
"BE235",2020,124661
"BE235",2021,125095
"BE235",2022,126000
"BE235",2023,127476
"BE235",2024,128271
"BE235",2025,128922
"BE236",2014,243786
"BE236",2015,245305
"BE236",2016,247049
"BE236",2017,249337
"BE236",2018,250825
"BE236",2019,253163
"BE236",2020,255641
"BE236",2021,257085
"BE236",2022,259683
"BE236",2023,263025
"BE236",2024,265519
"BE236",2025,267496
"BE24",2014,1108408
"BE24",2015,1114590
"BE24",2016,1122600
"BE24",2017,1130644
"BE24",2018,1138546
"BE24",2019,1146643
"BE24",2020,1156470
"BE24",2021,1163186
"BE24",2022,1173956
"BE24",2023,1188079
"BE24",2024,1197691
"BE24",2025,1205743
"BE241",2014,613421
"BE241",2015,618154
"BE241",2016,623252
"BE241",2017,628001
"BE241",2018,632717
"BE241",2019,638030
"BE241",2020,644543
"BE241",2021,649912
"BE241",2022,656399
"BE241",2023,664977
"BE241",2024,670409
"BE241",2025,674772
"BE242",2014,494987
"BE242",2015,496436
"BE242",2016,499348
"BE242",2017,502643
"BE242",2018,505829
"BE242",2019,508613
"BE242",2020,511927
"BE242",2021,513274
"BE242",2022,517557
"BE242",2023,523102
"BE242",2024,527282
"BE242",2025,530971
"BE25",2014,1177935
"BE25",2015,1180957
"BE25",2016,1184418
"BE25",2017,1188407
"BE25",2018,1192254
"BE25",2019,1196995
"BE25",2020,1202352
"BE25",2021,1205101
"BE25",2022,1210822
"BE25",2023,1222004
"BE25",2024,1228984
"BE25",2025,1234664
"BE251",2014,279956
"BE251",2015,280535
"BE251",2016,280713
"BE251",2017,281564
"BE251",2018,282020
"BE251",2019,282520
"BE251",2020,283079
"BE251",2021,283590
"BE251",2022,283997
"BE251",2023,286273
"BE251",2024,287333
"BE251",2025,288078
"BE252",2014,50755
"BE252",2015,50885
"BE252",2016,51079
"BE252",2017,51293
"BE252",2018,51449
"BE252",2019,51560
"BE252",2020,51724
"BE252",2021,51800
"BE252",2022,51992
"BE252",2023,52481
"BE252",2024,52562
"BE252",2025,52740
"BE253",2014,106460
"BE253",2015,106506
"BE253",2016,106582
"BE253",2017,106556
"BE253",2018,106511
"BE253",2019,106551
"BE253",2020,106928
"BE253",2021,106751
"BE253",2022,107320
"BE253",2023,108132
"BE253",2024,108483
"BE253",2025,109063
"BE254",2014,285149
"BE254",2015,285969
"BE254",2016,286983
"BE254",2017,288248
"BE254",2018,289349
"BE254",2019,290930
"BE254",2020,292690
"BE254",2021,293593
"BE254",2022,296179
"BE254",2023,299959
"BE254",2024,302683
"BE254",2025,304883
"BE255",2014,154278
"BE255",2015,154924
"BE255",2016,155256
"BE255",2017,155982
"BE255",2018,156638
"BE255",2019,157293
"BE255",2020,157925
"BE255",2021,158320
"BE255",2022,158339
"BE255",2023,159568
"BE255",2024,160429
"BE255",2025,161284
"BE256",2014,148531
"BE256",2015,149106
"BE256",2016,150052
"BE256",2017,150936
"BE256",2018,151962
"BE256",2019,153394
"BE256",2020,154619
"BE256",2021,155190
"BE256",2022,156426
"BE256",2023,158224
"BE256",2024,159795
"BE256",2025,160971
"BE257",2014,91864
"BE257",2015,92042
"BE257",2016,92347
"BE257",2017,92546
"BE257",2018,92738
"BE257",2019,93040
"BE257",2020,93595
"BE257",2021,93847
"BE257",2022,94528
"BE257",2023,95314
"BE257",2024,95781
"BE257",2025,96253
"BE258",2014,60942
"BE258",2015,60990
"BE258",2016,61406
"BE258",2017,61282
"BE258",2018,61587
"BE258",2019,61707
"BE258",2020,61792
"BE258",2021,62010
"BE258",2022,62041
"BE258",2023,62053
"BE258",2024,61918
"BE258",2025,61392
"BE3",2014,3586142
"BE3",2015,3600164
"BE3",2016,3617833
"BE3",2017,3626571
"BE3",2018,3633803
"BE3",2019,3643996
"BE3",2020,3660071
"BE3",2021,3663729
"BE3",2022,3679181
"BE3",2023,3701649
"BE3",2024,3713856
"BE3",2025,3727515
"BE31",2014,391609
"BE31",2015,394344
"BE31",2016,397745
"BE31",2017,399735
"BE31",2018,401508
"BE31",2019,404270
"BE31",2020,406794
"BE31",2021,408325
"BE31",2022,410619
"BE31",2023,413959
"BE31",2024,415265
"BE31",2025,416504
"BE310",2014,391609
"BE310",2015,394344
"BE310",2016,397745
"BE310",2017,399735
"BE310",2018,401508
"BE310",2019,404270
"BE310",2020,406794
"BE310",2021,408325
"BE310",2022,410619
"BE310",2023,413959
"BE310",2024,415265
"BE310",2025,416504
"BE32",2014,1334423
"BE32",2015,1337780
"BE32",2016,1341267
"BE32",2017,1342053
"BE32",2018,1343756
"BE32",2019,1346082
"BE32",2020,1350295
"BE32",2021,1349861
"BE32",2022,1354667
"BE32",2023,1361026
"BE32",2024,1364549
"BE32",2025,1369741
"BE321",2014,85834
"BE321",2015,86187
"BE321",2016,86593
"BE321",2017,86762
"BE321",2018,86836
"BE321",2019,87125
"BE321",2020,87388
"BE322",2014,430402
"BE322",2015,430899
"BE322",2016,431693
"BE322",2017,431043
"BE322",2018,431398
"BE322",2019,431879
"BE322",2020,432660
"BE323",2014,257481
"BE323",2015,258320
"BE323",2016,258285
"BE323",2017,258721
"BE323",2018,258817
"BE323",2019,259175
"BE323",2020,259406
"BE323",2021,259351
"BE323",2022,260350
"BE323",2023,260958
"BE323",2024,261179
"BE323",2025,262177
"BE324",2014,74700
"BE324",2015,75198
"BE324",2016,76086
"BE324",2017,75927
"BE324",2018,76276
"BE324",2019,76520
"BE324",2020,77688
"BE325",2014,187834
"BE325",2015,188678
"BE325",2016,189248
"BE325",2017,189978
"BE325",2018,190440
"BE325",2019,191391
"BE325",2020,192708
"BE326",2014,151386
"BE326",2015,151554
"BE326",2016,151943
"BE326",2017,152118
"BE326",2018,152284
"BE326",2019,152358
"BE326",2020,152509
"BE327",2014,146786
"BE327",2015,146944
"BE327",2016,147419
"BE327",2017,147504
"BE327",2018,147705
"BE327",2019,147634
"BE327",2020,147936
"BE328",2014,221486
"BE328",2015,222142
"BE328",2016,223505
"BE328",2017,223431
"BE328",2018,223981
"BE328",2019,224154
"BE328",2020,225624
"BE328",2021,225286
"BE328",2022,225948
"BE328",2023,226990
"BE328",2024,227739
"BE328",2025,228420
"BE329",2014,140422
"BE329",2015,140794
"BE329",2016,141260
"BE329",2017,141354
"BE329",2018,141252
"BE329",2019,141344
"BE329",2020,141841
"BE329",2021,141689
"BE329",2022,141914
"BE329",2023,142599
"BE329",2024,142427
"BE329",2025,142964
"BE32A",2014,126035
"BE32A",2015,126539
"BE32A",2016,127075
"BE32A",2017,127318
"BE32A",2018,127534
"BE32A",2019,127931
"BE32A",2020,128570
"BE32A",2021,128732
"BE32A",2022,129495
"BE32A",2023,130236
"BE32A",2024,130561
"BE32A",2025,130872
"BE32B",2014,396714
"BE32B",2015,397022
"BE32B",2016,397564
"BE32B",2017,396695
"BE32B",2018,396981
"BE32B",2019,397123
"BE32B",2020,397722
"BE32B",2021,397002
"BE32B",2022,397731
"BE32B",2023,399827
"BE32B",2024,401194
"BE32B",2025,403346
"BE32C",2014,101028
"BE32C",2015,101685
"BE32C",2016,102340
"BE32C",2017,102974
"BE32C",2018,103488
"BE32C",2019,104562
"BE32C",2020,105268
"BE32C",2021,105737
"BE32C",2022,106686
"BE32C",2023,107691
"BE32C",2024,108633
"BE32C",2025,109221
"BE32D",2014,91257
"BE32D",2015,91278
"BE32D",2016,91238
"BE32D",2017,91560
"BE32D",2018,91703
"BE32D",2019,91793
"BE32D",2020,91864
"BE32D",2021,92064
"BE32D",2022,92543
"BE32D",2023,92725
"BE32D",2024,92816
"BE32D",2025,92741
"BE33",2014,1095661
"BE33",2015,1098903
"BE33",2016,1103490
"BE33",2017,1106039
"BE33",2018,1108371
"BE33",2019,1110068
"BE33",2020,1113943
"BE33",2021,1113324
"BE33",2022,1116087
"BE33",2023,1122360
"BE33",2024,1126993
"BE33",2025,1131687
"BE331",2014,111522
"BE331",2015,112015
"BE331",2016,112674
"BE331",2017,112976
"BE331",2018,113165
"BE331",2019,113528
"BE331",2020,114036
"BE331",2021,114476
"BE331",2022,115082
"BE331",2023,115896
"BE331",2024,116043
"BE331",2025,116478
"BE332",2014,620167
"BE332",2015,621764
"BE332",2016,623887
"BE332",2017,625131
"BE332",2018,626222
"BE332",2019,626627
"BE332",2020,628363
"BE332",2021,627304
"BE332",2022,628067
"BE332",2023,630743
"BE332",2024,633801
"BE332",2025,637220
"BE334",2014,78477
"BE334",2015,78955
"BE334",2016,79569
"BE334",2017,80330
"BE334",2018,80969
"BE334",2019,81498
"BE334",2020,82005
"BE334",2021,82393
"BE334",2022,83088
"BE334",2023,83938
"BE334",2024,84193
"BE334",2025,84223
"BE335",2014,208840
"BE335",2015,209429
"BE335",2016,210028
"BE335",2017,210298
"BE335",2018,210486
"BE335",2019,210512
"BE335",2020,211131
"BE335",2021,210672
"BE335",2022,210811
"BE335",2023,211971
"BE335",2024,212985
"BE335",2025,213760
"BE336",2014,76655
"BE336",2015,76740
"BE336",2016,77332
"BE336",2017,77304
"BE336",2018,77529
"BE336",2019,77903
"BE336",2020,78408
"BE336",2021,78479
"BE336",2022,79039
"BE336",2023,79812
"BE336",2024,79971
"BE336",2025,80006
"BE34",2014,278219
"BE34",2015,280261
"BE34",2016,283257
"BE34",2017,284617
"BE34",2018,285010
"BE34",2019,286685
"BE34",2020,289606
"BE34",2021,291730
"BE34",2022,294400
"BE34",2023,297654
"BE34",2024,298691
"BE34",2025,299812
"BE341",2014,60330
"BE341",2015,60675
"BE341",2016,61186
"BE341",2017,62318
"BE341",2018,62520
"BE341",2019,63062
"BE341",2020,63642
"BE341",2021,64086
"BE341",2022,64937
"BE341",2023,65917
"BE341",2024,66355
"BE341",2025,66866
"BE342",2014,46701
"BE342",2015,47210
"BE342",2016,48484
"BE342",2017,48745
"BE342",2018,48828
"BE342",2019,49125
"BE342",2020,50228
"BE342",2021,50438
"BE342",2022,50896
"BE342",2023,51653
"BE342",2024,51899
"BE342",2025,52244
"BE343",2014,56079
"BE343",2015,56525
"BE343",2016,57122
"BE343",2017,56836
"BE343",2018,56870
"BE343",2019,57283
"BE343",2020,57734
"BE343",2021,57971
"BE343",2022,58388
"BE343",2023,58725
"BE343",2024,58846
"BE343",2025,58824
"BE344",2014,61888
"BE344",2015,62500
"BE344",2016,62864
"BE344",2017,63162
"BE344",2018,63105
"BE344",2019,63424
"BE344",2020,63821
"BE344",2021,64806
"BE344",2022,65358
"BE344",2023,66150
"BE344",2024,66376
"BE344",2025,66634
"BE345",2014,53221
"BE345",2015,53351
"BE345",2016,53601
"BE345",2017,53556
"BE345",2018,53687
"BE345",2019,53791
"BE345",2020,54181
"BE345",2021,54429
"BE345",2022,54821
"BE345",2023,55209
"BE345",2024,55215
"BE345",2025,55244
"BE35",2014,486230
"BE35",2015,488876
"BE35",2016,492074
"BE35",2017,494127
"BE35",2018,495158
"BE35",2019,496891
"BE35",2020,499433
"BE35",2021,500489
"BE35",2022,503408
"BE35",2023,506650
"BE35",2024,508358
"BE35",2025,509771
"BE351",2014,109031
"BE351",2015,109782
"BE351",2016,111128
"BE351",2017,111521
"BE351",2018,111566
"BE351",2019,112159
"BE351",2020,112757
"BE351",2021,113157
"BE351",2022,113877
"BE351",2023,114458
"BE351",2024,114641
"BE351",2025,114775
"BE352",2014,310628
"BE352",2015,312113
"BE352",2016,313321
"BE352",2017,315190
"BE352",2018,316606
"BE352",2019,317552
"BE352",2020,319132
"BE352",2021,319928
"BE352",2022,321698
"BE352",2023,324117
"BE352",2024,325477
"BE352",2025,326860
"BE353",2014,66571
"BE353",2015,66981
"BE353",2016,67625
"BE353",2017,67416
"BE353",2018,66986
"BE353",2019,67180
"BE353",2020,67544
"BE353",2021,67404
"BE353",2022,67833
"BE353",2023,68075
"BE353",2024,68240
"BE353",2025,68136
"BG",2014,7117453
"BG",2015,7029690
"BG",2016,6938759
"BG",2017,6849518
"BG",2018,6757418
"BG",2019,6664177
"BG",2020,6569275
"BG",2021,6532117
"BG",2022,6482484
"BG",2023,6447710
"BG",2024,6445481
"BG",2025,6437360
"BG3",2014,3584425
"BG3",2015,3525100
"BG3",2016,3464319
"BG3",2017,3404606
"BG3",2018,3343117
